409	PF13375;PF01512;PF04060;PF13237	TIGR01945;TIGR01944	COG2878;COG4656
410	PF00005;PF00950		COG1108;COG1121
411	PF00361;PF00662	TIGR01974;TIGR01972	COG1009;COG1008
412	PF01313;PF01311	TIGR01400;TIGR01402	COG1987;COG1684
413	PF00361	TIGR01972	COG1007;COG1008
414	PF13375;PF01512;PF02508;PF13237	TIGR01945;TIGR01943	COG4657;COG4656
415	PF02508;PF04060	TIGR01944;TIGR01943	COG4657;COG2878
416	PF05524;PF00391;PF00358;PF02896	TIGR01417;TIGR00830	COG2190;COG1080
417	PF03116;PF02508	TIGR01946;TIGR01948	
418	PF04060;PF02508	TIGR01944;TIGR01943	
419	PF01313;PF01311	TIGR01400;TIGR01402	COG1987;COG1684
420	PF03116;PF04205	TIGR01947;TIGR01946	COG4659;COG4658
421	PF00361;PF00662	TIGR01974;TIGR01972	COG1009;COG1008
422	PF02108;PF00006	TIGR01026	COG1157;COG1317
423	PF00361	TIGR01972;TIGR01770	COG1008;COG1007
424	PF00005;PF02687;PF12704	TIGR02211	COG1136;COG4591
425	PF02378;PF01026;PF00367	TIGR02002;TIGR00010;TIGR00826	COG1264;COG1263;COG0084
426	PF03116;PF02508	TIGR01948;TIGR01946	COG4660;COG4658
427	PF05524;PF00391;PF00358;PF02896	TIGR01417;TIGR00830	COG2190;COG1080
428	PF01514;PF02108;PF08345	TIGR00206	COG1766;COG1317
429	PF00005;PF02687;PF12704	TIGR02211	COG1136;COG4591
430	PF02687;PF12704		COG4591
431	PF02508;PF04060	TIGR01944;TIGR01943	COG4657;COG2878
432	PF02508;PF04205	TIGR01947;TIGR01948	COG4660;COG4659
433	PF00005;PF00950		COG1108;COG1121
434	PF00005;PF00664		COG1132
435	PF04060;PF02508	TIGR01944;TIGR01943	
436	PF03116;PF02508	TIGR01946;TIGR01948	
437	PF13375;PF01512;PF02508;PF13237	TIGR01945;TIGR01943	COG4657;COG4656
438	PF01313;PF01311	TIGR01400;TIGR01402	COG1987;COG1684
439	PF01514;PF02108;PF08345	TIGR00206	COG1766;COG1317
440	PF00361;PF00662	TIGR01974;TIGR01972	COG1009;COG1008
441	PF03116;PF02508	TIGR01948;TIGR01946	COG4660;COG4658
442	PF13375;PF01512;PF04060;PF13237	TIGR01945;TIGR01944	COG2878;COG4656
443	PF00005;PF00664		COG1132
